ProspectiveBuyerKey,ProspectAlternateKey,FirstName,LastName,Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,City,StateProvinceCode,PostalCode
382,34070449500,Christina,Kelly,40,S,F,110000,3,2,Bachelors,Management,1,4,Burbank,CA,91502
384,9451,Christine,Lal,45,S,F,50000,3,3,Bachelors,Skilled Manual,0,3,Beverly Hills,CA,90210
397,5617,Clayton,Luo,38,M,M,40000,2,2,Partial Co,Clerical,1,0,Chula Vista,CA,91910
399,3751,Cristina,Luo,31,M,F,20000,4,4,High Schoo,Manual,1,3,Downey,CA,90241
410,9817,Corey,Nath,43,M,M,70000,5,5,Bachelors,Professional,1,3,La Jolla,CA,92806
414,20059083100,Charles,Nelson,40,S,M,50000,1,1,Bachelors,Skilled Manual,1,0,Oakland,CA,94611
418,1818,Carly,Pal,47,M,F,60000,3,2,Bachelors,Professional,0,2,Torrance,CA,90505
427,28472706079,Caroline,Powell,48,M,F,100000,3,2,Partial Co,Professional,1,4,Concord,CA,94519
442,9018,Casey,Romero,49,S,M,90000,2,1,Partial Co,Professional,0,1,Colma,CA,94014
459,6023,Colin,Sharma,41,M,M,30000,2,2,Partial Co,Clerical,1,2,Santa Monica,CA,90401
525,5406,Dawn,Cai,45,M,F,90000,4,4,Partial Co,Professional,0,3,Concord,CA,94519
548,4441,Darren,Gomez,40,S,M,80000,4,4,Graduate D,Management,1,1,Colma,CA,94014
553,60139665007,Dalton,Griffin,46,M,M,50000,4,2,Bachelors,Skilled Manual,0,2,Colma,CA,94014
555,707,Diane,Gutierrez,33,S,F,100000,0,5,High Schoo,Management,1,3,Concord,CA,94519
563,1892,Donna,Jai,42,M,F,50000,2,2,Bachelors,Skilled Manual,1,1,San Gabriel,CA,91776
577,20166194400,Devin,Miller,63,S,M,50000,2,1,Partial Co,Professional,0,1,Imperial Beach,CA,91932
588,59996944665,Dalton,Price,44,M,M,30000,2,2,Partial Co,Manual,1,0,Bellflower,CA,90706
595,4220,Deanna,Rana,50,S,F,10000,1,1,High Schoo,Manual,0,0,Colma,CA,94014
601,7434,Denise,Sai,63,S,F,100000,3,4,High Schoo,Management,0,4,Chula Vista,CA,91910
618,3177,Dominique,Srini,42,M,F,30000,1,1,Bachelors,Clerical,1,0,Coronado,CA,92118
649,60886563700,Edward,Bennett,34,M,M,30000,1,1,Bachelors,Skilled Manual,1,2,Los Angeles,CA,90012
668,74496521400,Elijah,Gonzalez,56,S,M,80000,3,2,Partial Co,Professional,0,1,Glendale,CA,91203
679,8759,Erika,Jimenez,48,S,F,100000,3,2,Partial Co,Professional,1,4,Chula Vista,CA,91910
688,52519589662,Emma,Martin,49,M,F,40000,4,3,High Schoo,Skilled Manual,0,3,Colma,CA,94014
706,3404,Emmanuel,Sara,38,S,M,80000,5,5,Graduate D,Management,0,2,Newport Beach,CA,92625
719,5862,Edwin,Zeng,45,M,M,20000,2,2,High Schoo,Manual,1,1,Downey,CA,90241
730,36168317794,Faith,Cooper,58,M,F,80000,4,1,High Schoo,Professional,1,3,Colma,CA,94014
732,1000,Francis,Diaz,48,M,M,40000,3,2,High Schoo,Skilled Manual,1,2,Lincoln Acres,CA,91950
741,353,Franklin,Kumar,43,S,M,70000,5,5,Bachelors,Professional,1,3,Colma,CA,94014
747,3358,Frederick,Mehta,42,M,M,10000,2,2,High Schoo,Manual,0,1,Bellflower,CA,90706
792,382,Gilbert,Lu,50,S,M,70000,5,4,Partial Co,Skilled Manual,0,3,Chula Vista,CA,91910
795,3558,Geoffrey,Mehta,72,M,M,120000,2,4,Graduate D,Management,1,3,Colma,CA,94014
802,6814,Gina,Ramos,58,M,F,70000,5,2,Partial Hi,Skilled Manual,1,2,Chula Vista,CA,91910
803,12979226100,Gabrielle,Richardson,56,S,F,100000,3,4,High Schoo,Professional,1,3,Chula Vista,CA,91910
830,1120,Harold,Gonzalez,44,S,M,10000,4,4,Partial Hi,Manual,0,1,Downey,CA,90241
840,9271,Holly,Madan,41,S,F,10000,2,2,High Schoo,Manual,0,0,Spring Valley,CA,91977
849,12461978197,Hailey,Powell,44,M,F,50000,3,3,Bachelors,Skilled Manual,0,0,San Gabriel,CA,91776
856,7284,Henry,Sai,42,M,M,10000,3,3,High Schoo,Manual,0,0,Colma,CA,94014
862,1103,Harold,Verma,56,S,M,130000,3,4,Partial Co,Professional,0,4,Downey,CA,90241
899,71929261088,Isaac,Stewart,38,M,M,50000,1,1,Graduate D,Skilled Manual,1,0,Chula Vista,CA,91910
903,19453316926,Ian,Turner,45,M,M,30000,2,2,Partial Co,Clerical,1,1,Colma,CA,94014
919,637,Joy,Blanco,43,M,F,120000,0,1,Bachelors,Management,1,4,Redwood City,CA,94063
945,21981722700,Jackson,Flores,36,M,M,40000,3,3,Partial Co,Clerical,0,1,Concord,CA,94519
957,6605,Jamie,Gil,39,M,M,50000,1,1,Graduate D,Skilled Manual,1,0,Berkeley,CA,94704
964,97479984164,Julia,Gray,52,S,F,50000,2,1,Partial Hi,Skilled Manual,1,3,West Covina,CA,91791
997,9586,Joel,Lopez,47,M,M,30000,2,2,Partial Co,Clerical,1,2,Torrance,CA,90505
1008,7244,Johnathan,Mehta,40,M,M,50000,1,1,Bachelors,Skilled Manual,0,1,Colma,CA,94014
1022,4853,Joe,Munoz,45,S,M,50000,3,3,Bachelors,Skilled Manual,1,3,Chula Vista,CA,91910
1028,6260,Joanna,Navarro,50,S,F,50000,2,1,Partial Co,Professional,0,2,San Francisco,CA,94109
1035,25850873589,Jose,Powell,39,S,M,40000,2,2,Partial Co,Clerical,0,2,Chula Vista,CA,91910
1055,6091,Javier,Romero,42,S,M,20000,1,1,Partial Co,Manual,1,0,Santa Cruz,CA,95062
1071,44023805300,Julia,Scott,37,S,F,100000,0,5,High Schoo,Management,1,2,Burlingame,CA,94010
1073,5065,Jenny,Sharma,42,S,F,10000,3,2,Partial Hi,Manual,1,2,Coronado,CA,92118
1108,6066,Jon,Xie,51,M,M,110000,3,4,Bachelors,Management,0,4,Colma,CA,94014
1113,2227,Jake,Ye,33,S,M,10000,1,1,High Schoo,Manual,1,0,Long Beach,CA,90802
1151,8692,Kathleen,Dominguez,31,S,F,20000,5,5,High Schoo,Manual,1,1,Daly City,CA,94015
1153,34070449500,Christine,Kelly,40,S,F,110000,3,2,Bachelors,Management,1,4,Burbank,CA,91502
1163,24025367500,Kevin,Henderson,45,M,M,30000,1,1,Bachelors,Skilled Manual,1,2,Modesto,CA,95354
1177,8040,Krystal,Lin,53,S,F,70000,3,2,Partial Co,Professional,1,0,Novato,CA,94947
1200,11428716200,Katherine,Peterson,57,S,F,10000,2,1,High Schoo,Manual,1,2,Palo Alto,CA,94303
1206,9887,Kristin,Raje,54,S,F,100000,3,4,Partial Co,Management,0,4,Burlingame,CA,94010
1208,9920,Katie,Raji,37,S,F,80000,5,5,Bachelors,Professional,0,4,Chula Vista,CA,91910
1209,9670,Kenneth,Raji,46,S,M,60000,4,4,Bachelors,Professional,1,3,La Jolla,CA,92806
1215,39324553608,Katelyn,Reed,38,M,F,50000,1,1,Graduate D,Skilled Manual,1,0,Novato,CA,94947
1230,9882,Kristin,Sharma,44,S,F,20000,1,1,High Schoo,Manual,0,1,Chula Vista,CA,91910
1261,5811,Louis,Cai,46,S,M,80000,4,3,Partial Co,Professional,0,1,Concord,CA,94519
1275,8104,Leah,He,40,M,F,40000,2,2,Partial Co,Clerical,1,0,Hayward,CA,94541
1279,76789198500,Luke,Hill,51,M,M,60000,4,3,Bachelors,Professional,1,0,Concord,CA,94519
1285,7515,Latoya,Kumar,44,M,F,20000,1,1,High Schoo,Manual,0,1,Coronado,CA,92118
1301,4975,Lacey,Nath,53,M,F,90000,2,1,Partial Co,Professional,1,1,Colma,CA,94014
1305,9941,Lindsey,Rai,42,M,F,20000,1,1,Partial Co,Manual,1,1,Santa Cruz,CA,95062
1323,5512,Lacey,Tang,63,S,F,100000,3,4,High Schoo,Management,1,4,National City,CA,91950
1324,6325,Lori,Torres,31,S,F,20000,4,4,High Schoo,Manual,1,2,Colma,CA,94014
1344,47885665900,Maria,Allen,38,M,F,50000,1,1,Graduate D,Skilled Manual,0,0,Lakewood,CA,90712
1358,6308,Melinda,Blanco,40,M,F,100000,0,5,Partial Hi,Professional,0,4,San Francisco,CA,94109
1359,90318523645,Megan,Bryant,41,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,Concord,CA,94519
1368,1042,Max,Castro,46,S,M,20000,3,3,High Schoo,Manual,0,0,Stockton,CA,95202
1375,39777267600,Mariah,Cook,45,S,F,90000,4,4,Partial Co,Professional,0,3,West Covina,CA,91791
1383,1025,Max,Diaz,59,M,M,50000,2,1,High Schoo,Professional,0,2,Concord,CA,94519
1386,9244,Monica,Engineer,40,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,Colma,CA,94014
1392,7933,Mitchell,Goel,52,S,M,70000,5,4,Graduate D,Professional,0,1,Berkeley,CA,94704
1411,36038354000,Melissa,James,53,S,F,120000,2,4,High Schoo,Professional,1,4,Glendale,CA,91203
1412,29794182200,Marissa,Jenkins,46,M,F,50000,4,2,Bachelors,Skilled Manual,1,2,San Jose,CA,95112
1421,88486376400,Matthew,Lewis,53,M,M,90000,4,1,Partial Co,Professional,1,2,Woodland Hills,CA,91364
1424,487,Marshall,Ma,47,S,M,50000,4,2,Bachelors,Professional,1,2,Berkeley,CA,94704
1441,6572,Micheal,Ortega,45,M,M,60000,3,3,Bachelors,Professional,1,1,Concord,CA,94519
1478,69189170000,Marcus,Sanchez,58,S,M,110000,4,5,Partial Co,Professional,1,2,Burlingame,CA,94010
1504,41593691700,Mackenzie,Turner,59,M,F,50000,2,1,High Schoo,Professional,0,2,West Covina,CA,91791
1511,49189385800,Morgan,White,43,S,F,10000,3,3,High Schoo,Manual,1,0,Chula Vista,CA,91910
1517,470,Marshall,Zhang,35,S,M,40000,3,3,Partial Co,Clerical,0,2,Colma,CA,94014
1522,491,Marshall,Zheng,38,S,M,100000,0,5,High Schoo,Management,0,3,Chula Vista,CA,91910
1523,479,Marshall,Zhou,46,M,M,80000,4,3,Partial Co,Professional,1,1,Concord,CA,94519
1531,24684021500,Nathan,Coleman,47,S,M,60000,3,2,Bachelors,Professional,1,1,La Jolla,CA,92806
1583,10479793500,Natalie,Wood,45,S,F,70000,5,4,Partial Co,Skilled Manual,0,3,Downey,CA,90241
1585,91044667400,Olivia,Bell,49,M,F,40000,4,2,High Schoo,Skilled Manual,1,2,Berkeley,CA,94704
1595,896,Orlando,Ortega,40,M,M,80000,4,4,Graduate D,Management,1,0,Newport Beach,CA,92625
1603,5643,Omar,Wu,44,S,M,40000,4,2,High Schoo,Skilled Manual,0,2,Mill Valley,CA,94941
1608,7056,Pamela,Arun,39,M,F,50000,1,1,Graduate D,Skilled Manual,0,0,Vista,CA,92084
1622,9332,Patricia,Martinez,59,M,F,40000,2,1,Partial Hi,Skilled Manual,1,3,Concord,CA,94519
1626,7072,Pamela,Perez,44,M,F,70000,5,4,Partial Co,Skilled Manual,0,3,Newport Beach,CA,92625
1637,9774,Peter,Shen,48,S,M,90000,2,1,Partial Co,Professional,1,1,Concord,CA,94519
1654,93697350621,Rachel,Brooks,58,M,F,120000,4,5,Bachelors,Management,1,3,Burlingame,CA,94010
1662,5181,Ross,Chandra,40,M,M,80000,5,5,Graduate D,Management,1,2,Colma,CA,94014
1663,2297,Ronnie,Chen,55,S,M,110000,3,4,Partial Co,Professional,1,4,Concord,CA,94519
1669,71232965000,Robert,Edwards,31,M,M,110000,1,1,Graduate D,Management,1,3,Lakewood,CA,90712
1671,1281,Ruth,Engineer,46,M,F,50000,4,4,Bachelors,Skilled Manual,0,3,Colma,CA,94014
1679,4296,Rebekah,Gil,47,M,F,50000,4,2,Bachelors,Professional,1,2,Chula Vista,CA,91910
1693,5908,Roger,He,34,M,M,10000,1,1,High Schoo,Manual,1,0,Colma,CA,94014
1702,266,Raquel,Jimenez,56,M,F,100000,3,4,High Schoo,Professional,0,3,Chula Vista,CA,91910
1703,3298,Reginald,Jimenez,55,S,M,70000,4,3,High Schoo,Professional,0,1,Lemon Grove,CA,91945
1718,4938,Ruben,Martinez,37,M,M,30000,1,1,Bachelors,Clerical,1,0,Los Angeles,CA,90012
1726,4902,Roy,Munoz,67,S,M,100000,2,3,Graduate D,Management,0,3,Colma,CA,94014
1743,4891,Roy,Rodriguez,53,S,M,70000,2,1,Partial Co,Professional,0,0,Concord,CA,94519
1744,4278,Rebekah,Rodriguez,53,S,F,130000,3,4,Partial Co,Professional,1,3,San Francisco,CA,94109
1746,31274927900,Riley,Ross,63,S,F,70000,4,1,Bachelors,Management,0,1,Chula Vista,CA,91910
1757,2320,Ronnie,She,60,M,M,100000,3,4,Partial Co,Management,1,4,National City,CA,91950
1781,2683,Ramon,Zhu,37,S,M,40000,1,1,Bachelors,Skilled Manual,0,1,Ontario,CA,91764
1800,82660575509,Samuel,Clark,43,M,M,50000,2,2,Bachelors,Skilled Manual,1,1,Grossmont,CA,91941
1821,56254302900,Sarah,Hayes,39,S,F,50000,1,1,Graduate D,Skilled Manual,0,0,Berkeley,CA,94704
1828,8709,Stacy,Jimenez,70,S,F,100000,2,3,Graduate D,Management,0,3,Concord,CA,94519
1857,42985575795,Savannah,Nelson,51,S,F,90000,3,2,Partial Co,Professional,0,1,Woodland Hills,CA,91364
1869,966,Shannon,Ramos,50,S,M,100000,0,3,Partial Co,Professional,1,2,Concord,CA,94519
1886,2745,Steve,She,31,M,M,90000,4,4,Partial Co,Skilled Manual,1,2,Concord,CA,94519
1898,7894,Shaun,Yuan,38,S,M,40000,4,4,Partial Co,Clerical,0,2,Concord,CA,94519
1912,7556,Tracy,Anand,57,S,F,90000,4,2,Partial Co,Professional,0,2,Bellflower,CA,90706
1920,4515,Tabitha,Chandra,31,M,F,30000,3,3,Partial Co,Clerical,1,2,Coronado,CA,92118
1942,14192389249,Taylor,Long,58,M,F,60000,2,1,High Schoo,Professional,1,2,Concord,CA,94519
1953,6294,Tanya,Ortega,58,S,F,70000,5,2,Partial Co,Professional,0,2,Concord,CA,94519
1957,35131429433,Trinity,Peterson,50,M,F,80000,5,4,Partial Co,Professional,1,4,Burlingame,CA,94010
1980,87227025600,Tyler,Thomas,69,S,M,100000,2,3,Graduate D,Management,1,3,Colma,CA,94014
2033,8445,Wesley,Ma,64,M,M,100000,2,3,Bachelors,Management,1,4,Imperial Beach,CA,91932
2039,85986906290,William,Wilson,46,M,M,50000,4,2,Bachelors,Skilled Manual,1,2,Beverly Hills,CA,90210
2057,29740307331,Zachary,Li,53,S,M,80000,2,1,Bachelors,Management,1,0,Burbank,CA,91502
16,3014,Adrienne,Castro,60,S,F,50000,2,1,High Schoo,Professional,1,2,Citrus Heights,CA,95610
59,43977499604,Allison,Hill,50,S,F,10000,1,1,High Schoo,Manual,0,1,Concord,CA,94519
80,32786041498,Arianna,Long,41,M,F,10000,2,2,High Schoo,Manual,1,1,Los Angeles,CA,90012
154,10875526700,Alexandra,Simmons,55,S,F,90000,2,1,High Schoo,Professional,1,1,Concord,CA,94519
185,21662647128,Adam,Yang,39,S,M,80000,4,4,Graduate D,Management,0,1,Berkeley,CA,94704
191,9854,April,Yuan,43,M,F,30000,1,1,Bachelors,Clerical,1,0,Downey,CA,90241
228,5099,Barbara,Guo,56,S,F,90000,4,2,High Schoo,Professional,0,1,La Jolla,CA,92806
280,4034,Brendan,Sharma,42,M,M,10000,2,2,High Schoo,Manual,1,1,Downey,CA,90241
285,1964,Bianca,Sun,44,M,F,50000,3,3,Bachelors,Skilled Manual,1,3,Berkeley,CA,94704
344,8313,Carrie,Dominguez,38,S,F,100000,0,5,High Schoo,Management,1,3,El Cajon,CA,92020
359,35277518630,Catherine,Gray,58,S,F,50000,2,1,High Schoo,Professional,0,2,Burbank,CA,91502
360,35277518630,Catherine,Gray,58,S,F,50000,2,1,High Schoo,Professional,0,2,Burbank,CA,91502
361,35277518630,Catherine,Grey,58,S,F,50000,2,1,High Schoo,Professional,0,2,Burbank,CA,91502
386,5620,Clayton,Lal,46,M,M,10000,3,2,Partial Hi,Manual,1,2,Modesto,CA,95354
403,81095297336,Cameron,Martin,55,M,M,90000,2,1,High Schoo,Professional,0,1,Burlingame,CA,94010
412,8310,Carrie,Navarro,42,M,F,80000,5,5,Bachelors,Professional,1,4,Torrance,CA,90505
415,6593,Clinton,Ortega,33,M,M,100000,0,5,High Schoo,Management,1,4,Woodland Hills,CA,91364
438,20083099603,Charles,Roberts,43,M,M,30000,1,1,Bachelors,Clerical,1,1,Santa Monica,CA,90401
444,58970157504,Carson,Ross,47,S,M,60000,3,2,Graduate D,Professional,0,0,Beverly Hills,CA,90210
456,9808,Corey,Shan,33,M,M,10000,1,1,High Schoo,Manual,1,0,Downey,CA,90241
463,5007,Christy,Shen,45,M,F,20000,2,2,High Schoo,Manual,1,0,Bellflower,CA,90706
482,2426,Claudia,Wang,38,M,F,50000,1,1,Graduate D,Skilled Manual,1,0,Lakewood,CA,90712
500,5443,Colleen,Ye,73,S,F,130000,2,3,Bachelors,Management,0,4,Glendale,CA,91203
539,8731,Diana,Diaz,38,S,F,120000,0,5,Partial Hi,Professional,1,4,Burlingame,CA,94010
584,719,Diane,Ortega,44,M,F,30000,1,1,Bachelors,Clerical,1,1,Milpitas,CA,95035
594,9555,Donald,Rana,44,M,M,10000,4,4,Partial Hi,Manual,1,2,Chula Vista,CA,91910
597,87375518100,Daniel,Robinson,38,M,M,50000,1,1,Graduate D,Skilled Manual,1,0,Chula Vista,CA,91910
615,87374627590,Daniel,Smith,61,S,M,10000,2,1,High Schoo,Skilled Manual,0,2,La Jolla,CA,92806
632,4129,Darrell,Xu,34,M,M,50000,1,1,Graduate D,Skilled Manual,0,0,Concord,CA,94519
633,1885,Donna,Xu,40,M,F,100000,0,5,Partial Hi,Professional,0,4,Concord,CA,94519
638,27,Damien,Yang,46,S,M,50000,4,4,Bachelors,Skilled Manual,0,3,Oakland,CA,94611
646,8762,Erika,Alonso,39,M,F,100000,0,5,High Schoo,Management,0,4,Burlingame,CA,94010
673,61519339680,Eduardo,Hayes,53,S,M,50000,2,1,High Schoo,Professional,1,2,National City,CA,91950
726,3350,Frederick,Arun,39,S,M,100000,0,5,High Schoo,Management,1,4,El Cajon,CA,92020
738,6397,Felicia,Hernandez,46,S,F,60000,4,4,Bachelors,Professional,1,3,Chula Vista,CA,91910
755,38485542535,Faith,Rivera,43,S,F,30000,1,1,Bachelors,Clerical,0,1,Coronado,CA,92118
761,15325960516,Fernando,White,47,M,M,20000,4,4,High Schoo,Manual,1,1,Downey,CA,90241
777,59228824377,Gavin,Flores,58,M,M,60000,2,1,High Schoo,Professional,1,2,National City,CA,91950
783,6796,Gina,Gomez,39,S,F,110000,0,5,Partial Hi,Management,0,4,San Francisco,CA,94109
805,38974895477,Gabriella,Rogers,45,M,F,50000,3,3,Bachelors,Skilled Manual,1,2,Berkeley,CA,94704
814,8954,Gary,Suarez,43,S,M,30000,1,1,Bachelors,Clerical,0,1,Mill Valley,CA,94941
839,10229,Heather,Liu,43,M,F,120000,0,1,Bachelors,Management,0,4,Lakewood,CA,90712
860,1653,Harold,Suri,49,S,M,40000,4,3,High Schoo,Skilled Manual,0,3,Concord,CA,94519
910,3272,Jerome,Alvarez,40,S,M,100000,0,5,High Schoo,Management,0,4,Bellflower,CA,90706
923,30744091868,Jocelyn,Butler,43,M,F,10000,3,3,High Schoo,Manual,0,0,Mill Valley,CA,94941
932,71831934452,Jesse,Collins,49,S,M,70000,4,3,High Schoo,Professional,0,0,Glendale,CA,91203
934,66031695008,Jared,Cooper,33,M,M,110000,0,5,High Schoo,Management,1,4,Burlingame,CA,94010
971,98360188603,Jennifer,Henderson,31,M,F,20000,4,4,High Schoo,Manual,1,2,Chula Vista,CA,91910
975,76881788372,Jesse,Hill,60,M,M,40000,2,1,Partial Hi,Skilled Manual,1,3,National City,CA,91950
996,2277,Jessie,Lin,46,M,M,50000,4,4,Bachelors,Skilled Manual,0,3,Beverly Hills,CA,90210
1001,2229,Jake,Lu,38,S,M,100000,0,5,High Schoo,Management,0,3,El Cajon,CA,92020
1054,4842,Joe,Rodriguez,46,M,M,50000,4,4,Bachelors,Skilled Manual,1,3,San Gabriel,CA,91776
1072,76943817100,James,Scott,36,M,M,10000,2,2,High Schoo,Manual,1,1,Downey,CA,90241
1098,8591,Jesus,Torres,44,S,M,80000,5,5,Graduate D,Management,0,3,Newport Beach,CA,92625
1100,636,Joy,Vazquez,43,S,F,80000,5,5,Graduate D,Management,0,2,Grossmont,CA,91941
1109,5058,Jenny,Xie,41,M,F,70000,5,5,Graduate D,Professional,1,2,Concord,CA,94519
1111,8415,Jeffery,Xu,46,M,M,110000,3,2,Bachelors,Management,1,4,Lakewood,CA,90712
1146,48860096335,Kaitlyn,Davis,57,S,F,110000,3,4,Bachelors,Management,1,4,El Cajon,CA,92020
1154,1267,Kaitlin,Fernandez,57,S,F,110000,3,4,Bachelors,Management,1,4,Bellflower,CA,90706
1155,24131733200,Kevin,Foster,58,M,M,60000,3,1,High Schoo,Professional,1,2,Concord,CA,94519
1174,9881,Kristin,Lal,41,M,F,10000,2,2,High Schoo,Manual,1,0,Bellflower,CA,90706
1179,76,Kelvin,Liu,42,M,M,50000,2,2,Bachelors,Skilled Manual,1,1,Lincoln Acres,CA,91950
1180,84,Kelvin,Lu,52,S,M,100000,1,1,Bachelors,Management,1,3,Novato,CA,94947
1196,9480,Kathryn,Pal,45,M,F,10000,1,1,High Schoo,Manual,0,1,Mill Valley,CA,94941
1218,6428,Kristy,Romero,42,M,F,50000,4,2,Bachelors,Professional,1,2,Concord,CA,94519
1221,6391,Krista,Rubio,55,M,F,100000,3,4,High Schoo,Professional,0,3,Woodland Hills,CA,91364
1249,7610,Kara,Xie,34,S,F,50000,1,1,Graduate D,Skilled Manual,0,0,Beverly Hills,CA,90210
1258,6321,Lori,Alonso,38,S,F,50000,3,3,Bachelors,Skilled Manual,0,0,Lincoln Acres,CA,91950
1259,6182,Linda,Blanco,62,M,F,40000,2,1,High Schoo,Professional,1,2,San Francisco,CA,94109
1274,10047,Lisa,He,43,M,F,40000,5,5,High Schoo,Skilled Manual,1,1,Chula Vista,CA,91910
1295,1358,Lydia,Madan,59,S,F,70000,5,2,Partial Hi,Skilled Manual,0,2,National City,CA,91950
1302,7520,Latoya,Pal,45,M,F,10000,1,1,High Schoo,Manual,1,1,Downey,CA,90241
1313,5823,Louis,Sharma,55,M,M,70000,4,3,High Schoo,Professional,1,1,Burlingame,CA,94010
1319,3377,Levi,Srini,54,M,M,80000,5,2,High Schoo,Management,1,2,Bellflower,CA,90706
1340,7571,Misty,Aggarwal,72,S,F,100000,2,3,Graduate D,Management,1,3,Alhambra,CA,91801
1345,779,Melody,Alonso,45,M,F,40000,4,2,High Schoo,Skilled Manual,1,2,Beverly Hills,CA,90210
1367,6164,Monique,Castro,47,S,F,40000,3,2,High Schoo,Skilled Manual,1,2,Oakland,CA,94611
1399,6539,Mathew,Gutierrez,69,S,M,130000,2,3,Bachelors,Management,0,4,Concord,CA,94519
1413,6554,Micheal,Jimenez,39,S,M,130000,5,5,Partial Hi,Management,0,4,San Gabriel,CA,91776
1419,51650907993,Megan,Lee,31,M,F,20000,4,4,High Schoo,Manual,1,3,Torrance,CA,90505
1420,87902239561,Michael,Lee,50,S,M,60000,4,3,Bachelors,Professional,0,0,Concord,CA,94519
1423,16505858900,Miguel,Lopez,54,M,M,120000,3,4,High Schoo,Professional,1,4,Burbank,CA,91502
1426,49220451116,Morgan,Martinez,45,M,F,10000,4,3,Partial Hi,Manual,1,2,Downey,CA,90241
1466,54803270697,Madison,Rodriguez,71,S,F,110000,2,4,Graduate D,Management,1,1,Concord,CA,94519
1513,88284432888,Matthew,Wilson,41,S,M,70000,5,5,Graduate D,Professional,1,2,San Gabriel,CA,91776
1516,7744,Mario,Yuan,48,M,M,40000,3,2,High Schoo,Skilled Manual,1,2,Beverly Hills,CA,90210
1524,2388,Mandy,Zhu,54,M,F,90000,2,1,High Schoo,Professional,1,1,Concord,CA,94519
1561,2175,Nicolas,Nath,51,M,M,10000,1,1,High Schoo,Manual,1,1,Chula Vista,CA,91910
1564,7001,Nancy,Patel,43,S,F,30000,1,1,Bachelors,Clerical,0,0,Downey,CA,90241
1571,1791,Nina,Shan,42,M,F,50000,2,2,Bachelors,Skilled Manual,1,1,Oakland,CA,94611
1572,25527533292,Noah,Sharma,62,S,M,40000,2,1,High Schoo,Professional,0,2,San Diego,CA,92102
1575,89130846858,Nicholas,Smith,51,M,M,110000,1,1,Bachelors,Management,1,4,Novato,CA,94947
1590,5655,Omar,Guo,56,S,M,90000,4,1,High Schoo,Management,1,3,Woodland Hills,CA,91364
1593,879,Orlando,Moreno,65,M,M,70000,5,1,High Schoo,Professional,0,3,Burlingame,CA,94010
1594,883,Orlando,Navarro,32,S,M,40000,1,1,Bachelors,Skilled Manual,0,1,Burlingame,CA,94010
1596,59642898400,Oscar,Powell,51,M,M,10000,1,1,High Schoo,Manual,1,1,Long Beach,CA,90802
1627,5154,Pedro,Perez,61,S,M,40000,2,1,High Schoo,Professional,1,2,West Covina,CA,91791
1636,3781,Priscilla,Shan,45,M,F,50000,3,3,Bachelors,Skilled Manual,1,2,Concord,CA,94519
1640,683,Paula,Torres,64,S,F,100000,2,3,Bachelors,Management,1,4,Burlingame,CA,94010
1645,4113,Raul,Aggarwal,50,S,M,10000,1,1,High Schoo,Manual,1,1,Long Beach,CA,90802
1659,6122,Rodney,Castro,53,M,M,50000,2,1,High Schoo,Professional,1,2,Concord,CA,94519
1673,70927380919,Robert,Evans,31,M,M,20000,5,5,High Schoo,Manual,0,1,Chula Vista,CA,91910
1680,6117,Rodney,Gil,59,M,M,20000,2,1,Partial Hi,Clerical,1,2,Lemon Grove,CA,91945
1682,4895,Roy,Gomez,52,S,M,80000,4,1,High Schoo,Professional,0,3,Chula Vista,CA,91910
1706,1275,Ruth,Kapoor,42,S,F,50000,2,2,Bachelors,Skilled Manual,0,1,Chula Vista,CA,91910
1715,9597,Ronald,Malhotra,43,M,M,70000,5,5,Bachelors,Professional,1,3,Grossmont,CA,91941
1734,1277,Ruth,Patel,37,M,F,110000,1,1,Graduate D,Management,1,3,Norwalk,CA,90650
1782,2043,Rosa,Zhu,44,S,F,10000,4,4,Partial Hi,Manual,1,1,Santa Monica,CA,90401
1794,43125426173,Stephanie,Carter,54,M,F,120000,3,4,High Schoo,Professional,1,4,Glendale,CA,91203
1814,6896,Sabrina,Gomez,66,S,F,70000,5,1,High Schoo,Professional,0,2,Whittier,CA,90605
1817,80988051891,Samuel,Hall,46,M,M,50000,4,4,Bachelors,Skilled Manual,1,2,Oakland,CA,94611
1831,63617250900,Sebastian,Kelly,40,S,M,110000,0,5,High Schoo,Management,0,4,Burlingame,CA,94010
1854,1423,Shawna,Nath,45,M,F,10000,1,1,High Schoo,Manual,0,1,Burlingame,CA,94010
1859,6367,Sabrina,Ortega,49,S,F,40000,4,3,High Schoo,Skilled Manual,1,3,Berkeley,CA,94704
1863,9161,Shane,Perez,55,M,M,70000,4,3,High Schoo,Professional,1,1,Burlingame,CA,94010
1866,41799846300,Stephanie,Phillips,42,S,F,10000,2,2,High Schoo,Manual,0,1,Bellflower,CA,90706
1867,73855183720,Sean,Phillips,34,S,M,80000,4,4,Graduate D,Management,1,1,Concord,CA,94519
1927,7958,Tony,Goel,73,S,M,130000,2,3,Bachelors,Management,0,3,Chula Vista,CA,91910
1933,6874,Teresa,Hernandez,39,S,F,130000,5,5,Partial Hi,Management,1,4,National City,CA,91950
